filename,alg;init;mut;cross;repair;min_hv;avg_hv;median_hv;max_hv;std_hv
1728300766_nsgaii_tuned.txt,nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;94984.20771789551;97036.0210144043;97121.6665802002;98518.36569213867;822.7222510185086
1728300766_nsgaii_tuned.txt,nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;94770.53196716309;97162.10142745971;97093.4907836914;100024.09373474121;1185.2837182314852
1728300766_nsgaii_tuned.txt,nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc;brm;92935.44717407227;95082.54159469604;95036.40168762207;97789.42594909668;1049.0132056238615
1728300766_nsgaii_tuned.txt,nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc;rrm;86133.14126586914;89696.10768356323;89958.05256652832;92020.49417114258;1225.020308891771
1728300766_nsgaii_tuned.txt,nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;98962.1450958252;99954.11580276489;99977.13413238525;100765.04542541504;513.8452351177385
1728300766_nsgaii_tuned.txt,nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;93173.6727142334;95921.75602416992;95890.39072418213;98010.68951416016;872.1409399027106
1728300766_nsgaii_tuned_0505.txt,nsgaii;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;brm;90980.69052124023;92843.52738037109;92790.10369873047;95573.11698913574;1254.1055482113964
1728300766_nsgaii_tuned_0505.txt,nsgaii;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;90450.0373840332;92871.91425323486;92830.2579574585;96599.37902832031;1385.5867728257927
1728300766_nsgaii_tuned_0505.txt,nsgaii;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;91437.39768981934;94341.79852371216;94712.10802459717;96178.59791564941;1334.8397273104774
1728300766_nsgaii_tuned_0505.txt,nsgaii;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;89291.63815307617;92284.83991394044;92527.33679962158;94533.71946716309;1481.6475872640103
1728300766_nsgaii_tuned_0505.txt,nsgaii;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc;brm;89222.02857971191;91927.94571533203;91688.95946502686;94819.13293457031;1409.1110771732133
1728300766_nsgaii_tuned_0505.txt,nsgaii;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc;rrm;87847.64276123047;90458.46602630615;90465.70448303223;94159.28364562988;1522.6397315463469
1728300766_nsgaii_tuned_0505.txt,nsgaii;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;90172.27815246582;91926.90340957642;91685.7177734375;94649.91384887695;1190.9685762243157
1728300766_nsgaii_tuned_0505.txt,nsgaii;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;90839.25978088379;92621.92649459839;92176.21244049072;96046.1071472168;1234.5938339026395
1728300766_nsgaii_tuned_0505.txt,nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc;brm;91385.84312438965;93043.93598175049;93237.44366455078;94940.17463684082;1085.732672541011
1728300766_nsgaii_tuned_0505.txt,nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc;rrm;92354.02127075195;93407.8943649292;93122.07360839844;96408.97145080566;941.446669292097
1728300766_nsgaii_tuned_0505.txt,nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;89712.59675598145;92794.69016647339;92999.85052490234;94387.60302734375;1175.6241467512161
1728300766_nsgaii_tuned_0505.txt,nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;90940.04498291016;92721.22144699097;92664.80089569092;94581.68354797363;1165.84345480261
1728300766_nsgaii_tuned_0505.txt,nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc;brm;91292.1723022461;92551.55085983276;92346.39094543457;94372.12727355957;900.9175752218762
1728300766_nsgaii_tuned_0505.txt,nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc;rrm;88747.78233337402;91826.12336349487;91940.8614578247;93398.85079956055;1122.8135260607953
1728300766_nsgaii_tuned_0505.txt,nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;91395.57632446289;94210.54780349732;93722.40898132324;96294.18923950195;1281.96686769855
1728300766_nsgaii_tuned_0505.txt,nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;90899.98449707031;92993.53663482665;93043.54763031006;94317.65922546387;896.0906385754481
1731336743_moead_tuned.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;brm;95752.3432006836;98100.72370986939;97935.0305557251;100735.56146240234;1482.2910955307066
1731336743_moead_tuned.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;97245.42747497559;99937.99989929199;100066.88474273682;103044.0708618164;1575.9928871735453
1731336743_moead_tuned.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;91632.03364562988;95732.90262680054;96328.63455200195;98946.30592346191;1924.7179118148658
1731336743_moead_tuned.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;93979.97518920898;97499.96441345215;97195.18158721924;101690.75273132324;1750.055447958042
1731336743_moead_tuned.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc;brm;96389.3161315918;97929.41374206543;97993.6972579956;99916.60900878906;949.6538328296723
1731336743_moead_tuned.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc;rrm;94778.89353942871;98368.8503112793;98445.34834289551;100622.22392272949;1453.5598255354846
1731336743_moead_tuned.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;95259.60145568848;97247.64553985596;97081.66048431396;99481.49662780762;1284.1442115903935
1731336743_moead_tuned.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;92553.07037353516;94756.54673614501;95141.38272857666;96932.08766174316;1246.2548063420477
1731336743_moead_tuned.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc;brm;93821.57055664062;97635.27754211426;97817.8616027832;100316.88963317871;1574.6378734117336
1731336743_moead_tuned.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc;rrm;95640.77021789551;98241.5794494629;98241.69331359863;101345.72492980957;1437.2431381188046
1731336743_moead_tuned.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;93672.73736572266;97518.42452316284;97581.36891174316;99589.30778503418;1573.8000958464977
1731336743_moead_tuned.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;94270.22566223145;97160.44964523315;97207.16581726074;100295.83833312988;1647.1613074886939
1731336743_moead_tuned.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc;brm;94960.15113830566;97454.23467254639;97453.31867980957;99849.60150146484;1315.2276357408305
1731336743_moead_tuned.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc;rrm;97471.25489807129;99601.23655014038;99735.80679321289;101823.55093383789;1314.4316378315164
1731336743_moead_tuned.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;90434.75311279297;95421.47098464966;95268.14350128174;98462.45404052734;1854.0743869785283
1731336743_moead_tuned.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;95947.45893859863;97922.61130447387;98161.43647003174;99547.42552185059;1117.8051966807175
1731336743_moead_tuned_0505.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;brm;97721.71423339844;100904.42652053833;101372.64559173584;102504.74012756348;1350.3714639343
1731336743_moead_tuned_0505.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;98932.60176086426;101391.80920028687;101648.97743988037;102746.0503540039;894.7621075471715
1731336743_moead_tuned_0505.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;97756.17498779297;99744.18193130493;99758.07913970947;101441.06787109375;1020.0254572396368
1731336743_moead_tuned_0505.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;97789.61056518555;99842.93832321167;99898.97492218018;102014.29391479492;1252.6052990220762
1731336743_moead_tuned_0505.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc;brm;98452.63104248047;100706.9539680481;100729.22945404053;102697.79020690918;1173.0913724057893
1731336743_moead_tuned_0505.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc;rrm;97114.65914916992;100913.96750030518;101367.55899047852;102270.22903442383;1232.2072191136228
1731336743_moead_tuned_0505.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;95470.05767822266;99266.9806274414;99650.48384094238;101712.27822875977;1661.7053225252703
1731336743_moead_tuned_0505.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;96326.26878356934;98918.29459609985;99254.63150024414;101253.74942016602;1250.8985288192582
1731336743_moead_tuned_0505.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc;brm;98281.71325683594;101194.398286438;101514.05851745605;102904.58459472656;1146.9210309946336
1731336743_moead_tuned_0505.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc;rrm;98754.58958435059;101166.58401794433;101229.61079406738;102690.80645751953;1081.361626680095
1731336743_moead_tuned_0505.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;97293.1685333252;99893.76677169799;100139.73970794678;102060.13070678711;1298.3988585820325
1731336743_moead_tuned_0505.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;97528.76473999023;100095.8041305542;100044.71401977539;102005.75965881348;1187.3472442519958
1731336743_moead_tuned_0505.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc;brm;98005.39646911621;100562.37280120849;100798.19761657715;102164.68676757812;1113.2912941921015
1731336743_moead_tuned_0505.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc;rrm;98361.6159362793;100349.09003677368;100444.17012023926;102630.07521057129;1088.9005631643956
1731336743_moead_tuned_0505.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;96742.21824645996;99256.97737731933;99288.0389175415;101538.12649536133;1375.8020311312393
1731336743_moead_tuned_0505.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;96167.11415100098;99411.83224182129;99504.09949493408;101995.64724731445;1287.8202663555558
1736640671_baseline.txt,moead;spg;rbm_rcm_brm_bcpm_wri;ac;brm;96198.98327636719;98419.89463653564;98585.40650939941;99362.65599060059;799.6187024941751
1736640671_baseline.txt,moead;spg;rbm_rcm_brm_bcpm_wri;ac;rrm;96198.98327636719;98419.89463653564;98585.40650939941;99362.65599060059;799.6187024941751
1736640671_baseline.txt,nsgaii;spg;rbm_rcm_brm_bcpm_wri;ac;brm;84814.55918884277;86876.9237083435;86844.41040039062;89549.3003540039;1057.8981336868378
1736640671_baseline.txt,nsgaii;spg;rbm_rcm_brm_bcpm_wri;ac;rrm;84814.55918884277;86876.9237083435;86844.41040039062;89549.3003540039;1057.8981336868378
moead_nt_combined.txt,moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ac;brm;97862.05038452148;99116.27976379395;99102.15316772461;100471.1489868164;636.6627979052748
moead_nt_combined.txt,moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ac;rrm;97208.04086303711;98756.92711639404;98576.96712493896;100146.89595031738;758.5834131175843
moead_nt_combined.txt,moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ppc;brm;99300.31309509277;100747.67958526612;100714.2603302002;102317.18984985352;820.5205458580346
moead_nt_combined.txt,moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ppc;rrm;98637.24534606934;101028.6527709961;101046.93965911865;102940.09571838379;896.6436407563455
moead_nt_combined.txt,moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;97619.56579589844;99228.56900100708;99050.56404876709;101280.3090057373;1048.440498681435
moead_nt_combined.txt,moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;97121.63945007324;99025.36767349244;98906.36222839355;100749.2787475586;965.3828968247765
moead_nt_combined.txt,moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;spc;brm;96937.73899841309;97875.11236495971;97784.80059814453;99276.74365234375;583.916920610835
moead_nt_combined.txt,moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;spc;rrm;95825.68310546875;97377.88316192626;97333.8263092041;99045.33529663086;713.48228272138
moead_nt_combined.txt,moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ac;brm;98041.64933776855;98935.51409988404;98898.42436218262;99939.86122131348;536.5715477664238
moead_nt_combined.txt,moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ac;rrm;96084.51396179199;98336.53795089721;98277.23663330078;99924.97314453125;937.7163280397456
moead_nt_combined.txt,moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc;brm;99548.85400390625;100847.55130233764;100714.30244445801;102654.20454406738;791.3022303287697
moead_nt_combined.txt,moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc;rrm;97874.8264465332;100547.45559310913;100680.58233642578;101559.50184631348;802.4480749323828
moead_nt_combined.txt,moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;95697.1929321289;99169.13479537964;99213.45345306396;101304.68557739258;1130.905669925638
moead_nt_combined.txt,moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;97937.79614257812;99243.24525909424;99211.45235443115;100568.43544006348;626.1601852596422
moead_nt_combined.txt,moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;spc;brm;96452.5495300293;97569.70800170899;97523.13970947266;99339.31886291504;689.4021697136866
moead_nt_combined.txt,moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;spc;rrm;95227.80473327637;96785.99991149902;96861.52042388916;98038.30015563965;754.5958438130698
moead_nt_combined.txt,moead;spg;rbm_rcm_brm_bcpm_nrii;ac;brm;97426.9474029541;98683.1110534668;98613.99446105957;100766.99555969238;820.2534563345761
moead_nt_combined.txt,moead;spg;rbm_rcm_brm_bcpm_nrii;ac;rrm;96654.67602539062;98326.19238739014;98257.66342926025;100073.1490020752;807.7187952585648
moead_nt_combined.txt,moead;spg;rbm_rcm_brm_bcpm_nrii;ppc;brm;97557.96810913086;100319.01020202637;100548.39221954346;102158.95701599121;1159.0657877442259
moead_nt_combined.txt,moead;spg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;98357.67422485352;100586.92205657958;100824.22930908203;101926.96743774414;939.4070279952234
moead_nt_combined.txt,moead;spg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;96480.44342041016;99272.4303161621;99169.69115447998;100947.23976135254;1195.3846284456047
moead_nt_combined.txt,moead;spg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;96895.18821716309;99423.41199798584;99173.6068649292;101476.32745361328;1112.0942797610342
moead_nt_combined.txt,moead;spg;rbm_rcm_brm_bcpm_nrii;spc;brm;96315.23977661133;97212.37331314087;97125.2696762085;98269.13017272949;488.6676954124767
moead_nt_combined.txt,moead;spg;rbm_rcm_brm_bcpm_nrii;spc;rrm;95190.15574645996;96808.34305496216;96711.10562896729;98303.6424407959;667.3210138813653
moead_nt_combined.txt,moead;spg;rbm_rcm_brm_bcpm_wri;ac;brm;95825.97242736816;98297.33838806153;98364.0821685791;99683.07208251953;939.5977936795032
moead_nt_combined.txt,moead;spg;rbm_rcm_brm_bcpm_wri;ac;rrm;94797.89405822754;97873.05654983521;98079.1767501831;99454.59349060059;1100.1710052271235
moead_nt_combined.txt,moead;spg;rbm_rcm_brm_bcpm_wri;ppc;brm;96955.68569946289;100305.06079864502;100480.48399353027;102257.37620544434;1187.8488189331722
moead_nt_combined.txt,moead;spg;rbm_rcm_brm_bcpm_wri;ppc;rrm;98440.37666320801;100268.7294418335;100212.64709472656;101730.61193847656;836.451948356259
moead_nt_combined.txt,moead;spg;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;96213.24247741699;98937.65702896118;99329.34365081787;101170.58622741699;1430.2605874188407
moead_nt_combined.txt,moead;spg;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;95987.51829528809;98425.52124481201;98221.34084320068;101007.93113708496;1457.3032362727456
moead_nt_combined.txt,moead;spg;rbm_rcm_brm_bcpm_wri;spc;brm;95635.30410766602;96955.55899505616;96867.34184265137;98773.87063598633;720.8369364528529
moead_nt_combined.txt,moead;spg;rbm_rcm_brm_bcpm_wri;spc;rrm;93619.6321105957;95668.81675720215;95545.2646408081;97643.79551696777;957.6977161084552
moead_nt_combined.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ac;brm;98119.93133544922;99373.34842147827;99531.08071899414;100649.03694152832;753.7912944370905
moead_nt_combined.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ac;rrm;96132.92597961426;99089.3206604004;98939.9592666626;100572.19557189941;1033.7636044594442
moead_nt_combined.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;brm;98359.56686401367;101354.89712524414;101453.97190856934;103048.35139465332;1128.52428268728
moead_nt_combined.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;98969.52536010742;101303.17499389648;101570.2382888794;102797.17855834961;959.5499391736993
moead_nt_combined.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;96858.47489929199;99762.15104370117;100241.23931121826;101976.17704772949;1556.6448386444833
moead_nt_combined.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;97407.44403076172;100159.47704315186;100434.15734863281;101995.2321472168;1190.837091627036
moead_nt_combined.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;spc;brm;95616.7857208252;97459.99547729493;97629.74253082275;98859.93821716309;869.0131296861618
moead_nt_combined.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;spc;rrm;95930.8620300293;97371.40884246826;97510.45474243164;98517.22819519043;609.3704313006175
moead_nt_combined.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ac;brm;97703.11396789551;99237.29033432007;99115.59186553955;101345.21583557129;917.8642013084808
moead_nt_combined.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ac;rrm;96328.56420898438;98389.76176986695;98452.35877990723;99765.57037353516;954.8736914173369
moead_nt_combined.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc;brm;98429.53224182129;100536.6950302124;100750.5491027832;102222.1791229248;1064.8995810491772
moead_nt_combined.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc;rrm;98629.80506896973;100518.67571868896;100367.85595703125;102836.53091430664;1146.827548470503
moead_nt_combined.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;97026.66143798828;99356.31489715577;99431.08308410645;101585.66876220703;1131.8349316806828
moead_nt_combined.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;95894.92549133301;98961.55608978271;98714.64822387695;102064.85792541504;1650.634632458212
moead_nt_combined.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_wri;spc;brm;94793.34265136719;97231.33610153198;97215.94048309326;98230.1849975586;759.9190637881516
moead_nt_combined.txt,moead;sq_bpg;rbm_rcm_brm_bcpm_wri;spc;rrm;94469.05046081543;96783.05605926513;96994.6658706665;97913.54281616211;807.5402119372648
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_nrii;ac;brm;97264.5007019043;98530.37899932862;98552.82496643066;100021.80882263184;762.5117762505453
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_nrii;ac;rrm;96691.29963684082;98720.67706222534;98595.4058303833;100025.98348999023;812.404509929883
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_nrii;ppc;brm;97353.37187194824;100549.62678298951;100729.85957336426;102197.88621520996;1029.2631965585872
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_nrii;ppc;rrm;98326.54733276367;100782.57724685669;101125.21026611328;103025.92095947266;1161.8178039355057
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;97492.19468688965;99550.20496826172;99696.94388580322;101223.21020507812;1038.3486191766865
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;96514.5982055664;99372.5392753601;99583.21914672852;101511.69424438477;1265.3954761514694
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_nrii;spc;brm;96399.69465637207;97351.701663208;97307.7752532959;98585.98919677734;588.3231159105785
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_nrii;spc;rrm;95207.48538208008;96970.14073867798;97050.31700134277;98219.71220397949;777.9126486331362
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_wri;ac;brm;97227.52404785156;98916.39976119995;98987.14266967773;100297.98048400879;794.6126318997614
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_wri;ac;rrm;96576.93235778809;97899.92493286132;97927.72239685059;99516.71859741211;769.1562294603591
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_wri;ppc;brm;98834.19689941406;100781.06087341308;100912.54504394531;101926.94581604004;863.4849707459069
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_wri;ppc;rrm;97795.83769226074;100045.47554550171;99838.18594360352;102293.70205688477;1158.7362334821055
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;96001.91282653809;99595.96538543701;99636.84275054932;101847.52458190918;1222.6527870091284
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;95490.16184997559;99133.58366470337;99502.76753234863;100719.15809631348;1228.8893394276417
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_wri;spc;brm;95533.72407531738;97082.30547790528;97202.0408859253;98274.89404296875;690.4840249286458
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_wri;spc;rrm;94604.68525695801;96036.64775466919;95951.15682220459;97205.36351013184;676.6208104513981
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ac;brm;96663.90661621094;98827.99755859375;98928.68343353271;100737.34063720703;1061.698362891302
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ac;rrm;97334.00314331055;98886.24077987671;98837.8511505127;101280.5403137207;963.8567003414588
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc;brm;98421.49256896973;100690.87345123291;100660.45890808105;102622.48902893066;1073.7355952712555
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc;rrm;99598.24067687988;101294.51563415528;101270.67082214355;102929.96925354004;828.6975534640118
moead_nt_combined.txt,moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;97866.07582092285;99834.40301055908;99401.80363464355;101958.51103210449;1083.4085598423865
